Review_title,Review_content
It was alright,"I really truly wanted to love this movie, I wanted it to be in my top 5. But it's not it was an alright movie, the first one was better. I really don't have much to say but I didn't fall asleep. I guess you can take that how you want to."
Thank god for Sam Raimi,"Thank you Sam Raimi for this, it has a more dark vibe compared to the last marvel's movies and I totally loved it! It shows a particular attention from the director to the movie in terms of shots, there were some amazing shots and use of cinematic techniques that make this movie a little better than the others (cinematography speaking) Wanda/Scarlett Witch is definitely the best character in my opinion, there's no arguing with that.

Initially I wasn't sure about the cgi in some scenes, it looked like it was kinda of a cheap quality but then, as the movie went on it got better.

Also, If you love crossovers, you'll love it!"
Finally something different in the marvel movies!,Thor ragnarok was different which is a great movie. This was different which is a great movie. I like it when they change it up. Sam raimi thank you for this movie. It was awesome! I didn't care for the new character but that's ok cause the rest of the movie over shadowed that for me and I just ignored that part.
Thats the beat solo movie i ever watched,I like the horro theme on this movie. The wandas maximoff (scarlt witch) power is grate no change between comic and live action characters power.... The horro wibe is grate... i think the illuminate in here is not the original one they are like avengers in another universe original illuminate must ccontain the iron man.... After Spider man no way home this is grater come back.... I enjoyed the movie cuz the good explanation of multiverse and the bring new characters to the mcu..
"If you haven't seen Wandavision, forget it.","If you haven't seen what Wanda did in her own little series then it'll probably be pretty difficult for you to understand what's going on in this movie. Also, this movie is just a lead-up to the next movie so don't expect any fantastic revelations. It is a very action-packed exciting movie although I found it kind of hard to watch as it was redundant in a lot of ways and very obvious what was coming until the very end. Don't forget to watch what happens coming up during the credits! It's STRANGE!"
Incredible Movie and better than the previous one,
Don't Listen to Haters ! This movie is freaking awesome !,
Missed opportunities and descent into obscurity,
"Weak premise, weak movie.","The visual treatments are stunning and the action sequences mind boggling. Some characters are interesting, but it just didn't pull me in. I watched it all the way through, wondering why I was watching. Unfortunately the premise was incredibly weak and just could not carry the movie. Normally I like superhero movies but this one fell short."
The worst Marvel film to date.,
Comment,"I saw it at the cinema today. Really good film, but far from perfect. Continuing Doctor Strange 1 in 2016, this second film brings a different feel, more serious and more horror. The main focus of the film is on Doctor Strange. As a result of his spell, the multiversal world became chaotic. Many new and old characters are introduced. The plot of the story may be a bit disjointed. But the visual cgi offered is truly epic. Sam Raimi brings a new atmosphere to this Marvel film."
Unnecessary indoctrination,"Not the best movie, just an okay Marvel movie. Lowered the rating even more because it includes a lot of unnecessary indoctrination. Instead of focusing on having a good movie they focus on showing the audience what the left considers politically correct."
Not the best not the worst,
Rami makes this film undeniably his own,"The newest entry in the MCU is a modern throwback to mid 2000's superhero films, and is undeniably a Sam Rami movie. His distinctive style presenting itself throughout, in the form of horrific chaos, including zombies, creatures, witches, monsters, and more. Doctor Strange and the Multiverse of Madness was put in a tough spot, shortly following what is quite possibly the greatest multiverse film ever made in Daniels ""Everything Everywhere All At Once"", and of course the shadow left by ""Spider-Man No Way Home"" is present as well. Rami makes this film his own, and was obviously unafraid to take risks throughout. Some decent cinematography, intoxicating visuals, and solid camera work are all occasionally paired alongside the MCU's usual downright bad visual effects and rudimentary camera work, as well as a script filled with poor dialogue and plot holes. The refreshing factor here is that there is at least originality taking place, as well as the obvious presence of the care that Rami and his team put into this production. It certainly isn't perfect, and is quite flawed, but it's a fun time, and has some Intriguing film making happening."
So dissapointed...,"I have been a long time Marvel fan and it became family tradition to go to the cinema whenever a new Marvel movie came out. This time was no different and: I WANT MY 2 HOURS BACK!

Not only was the camera work partially low budget movie like, but so was the acting. While the effects were in true Marvel fashion and good, the acting was mediocre.

Benedict Cumberbatch is a brilliant actor but here he seemed as though he wanted to get it over and done with. While Elizabeth Olsen managed to portrait the crazy as perfect as always. Yet the interaction with them and the special effects...was...lagging. And I don't mean to say that I would do any better in a greenroom, but...I'm not Marvel.

However next to the camera work and the acting the story itself was so dissapointing. It doesn't matter how random or weird everything was and how strange characters were put together. There are plot holes at every 2 minutes of the movie and it felt more like a lowbudget horror movie.

The story itself felt rushed and was explained in the first half hour and starting from then it was one fight after the other. Marvel usually takes it's time with details but it didn't in this one.

I am truly dissapointed and I think we should rethink the family tradition of watching each marvel movie at the cinema. Heaven knows it will be on Disney+ soon anyways and we get to save a lot of money."
I hope this isn't the main MC universe...,
Something fresh for the Marvel universe,"I seriously loved this. No, it didn't really explore the Multiverse as much as we'd hoped, but I was just so engaged by the colours, the camera work, the editing and transitions between scenes. Wanda is obviously my favourite villain of all the Marvel films. Her presence is gripping, the way she solved problems was very creative. All the characters were sort of thinking on their feet, so it didn't feel predictable. Doctor Strange could've done with a more distinctive arc, but he's always fun to watch. I wish this film was like an hour longer! The multiverse is a very fun concept, and I think the way the film ended was very satisfying (thanks to Raimi) but they could've been fleshed out. My only other criticism was that the dialogue was a bit silly, but it doesn't hugely detract from this."
Not the best but FAR away from failure,"It's really good but could have been better . Nevertheless I thoroughly enjoyed it and I really liked the fact that they gave Wanda a bit more credit with this film . There were some issues with the plot, I think it wasn't focused enough and lacked a bit of depth (although it had immense potential) . Yet I would recommend watching it because despite its issues it is a must see ."
Not as good as the first,"They're making it harder for the general public. Must've watched wandavision and many other marvel movies to understand the references and insiders (they're not going to fill you in), unlike the first Doctor Strange, where it could've been the first ever marvel movie you've watched and everything was explained, so you can enjoy it.

If you're looking for the first Doctor Strange experience, absolutely not here."
Superb,"Dark, Alluring and Majestic.. Has to be one of the best movies marvel has made.. can't understand the rating here.. this movie has to be right up there in the top 100."
Inception for kids,"It's a great movie if you like watching your favorite famous people move their hands in weird ways to shoot big red CGI orbs at each other during fight scenes. In between those parts, it's a highly convoluted time jumping/universe hopping story centered around Wandavision wanting to see her kids, who have the hilariously uncreative names of Billy and Tommy. The protagonist (who somehow feels like he has second billing to Wanda), Dr. Strange, a time-traveling British guy who is a Doctor who isn't a Doctor Who, is mostly on screen to move his hands, shoot CGI things out of his hands at people, and be sarcastic when he's not asking people questions about what he is supposed to be doing-at one point in an extremely dialogue-heavy expositional scene, he asks John Krasinski how he can get to a book he's looking for that is incredibly crucial to drive the story forward. John Krasinski reminds Strange that he made himself a huge loophole out of like, time warp magic or something that allows him to just get directly to the book, which we never saw onscreen or heard about at any point beforehand. It's just tossed in to bail out whoever wrote themselves into a corner with the screenplay. Dr. Strange is pretty much just like, ""oh yeah, that's right!"" and the movie shamelessly plows forward (it prompted a huge belly laugh from me and is far and away my favorite part of this movie).

There are a number of characters who are important parts in what we will call the story of this movie, but the character development just isn't there for us to buy into any particular motivations or desires that they may or may not express throughout the movie in regards to why they are doing what they are doing onscreen. And for the record, I'm not even referring to all of the Easter eggs and crossovers and cameos peppered in-just the mostly disposed-of side characters who for some reason are given notable significance in a number of scenes in this movie that are clearly meant to be turning points in the story, which fall a bit flat because we don't really care about the people involved. Also, Bruce Campbell is here, because Sam Raimi. If it's any testament to the screenplay and how fast and loose it plays with all of its characters, he is arguably equally as important as, say, the big giant bipedal cow/bull guy or John Krasinski in the grand scheme of this story. There's a lot going on here and to try to keep tabs on all of it is a fools errand. Sit back and let it happen to you. Watch this movie the way you watched movies when you were a little kid. Just watch the big loud fights and the bright colors. Cheer for the good guy even if you don't know why. Doesn't matter.

I can go on and on about this movie and trash it for being a really goofy screenplay and complain about nitpicky issues, but I'm not. That's not the point here. Ultimately, it's just another Marvel product like the shirts and the toys. It's made to appeal to the widest audience as possible, it's very clearly something that's made for children to watch despite some of the darker Sam Raimi horror-ish touches (most are CGI ridiculousness, some of them look really cool in brief flashes), and it succeeds in that department-it's a movie for people who do not think too much about what they're seeing and like to see big loud things happen that look really cool, of which there's a lot here.

If we want to look at what this movie is trying to do creatively with the screenplay, character choices, and storytelling, while also appealing to extremely broad, lowest common denominator blockbuster movie sensibilities, it's probably best summed up as Inception for kids. That's as complimentary as I can possibly be."
I was fully onboard until the music fight.,
"I'm not a monster, I'm a mom",This movie was terrible. So cheesy I couldn't stand it. I don't know how there actors scan show up to work and seriously say some of these lines. Absolutely awful.
Pieces of s...,"Loved the finest one, this was a total waste of time. Never been so bored in my life before....cgi disaster....just dont watch it, ud rather mow the grass twice then watch this again."
worst thing ive ever seen,"This is a ripoff of Deathnote, straight down to the dialogue. When Wanda says ""I am Kira, God of the New World"" it cemented to me that media is no longer willing to stray from the status quo and is just a flat circle when it comes to ideas."
"A bit woke, could have been so much better","The moms scene that adds nothing to the story other than indoctrination. The racially ambiguous main girl. The strongest character is a woman.

The main girl if she was a good actress could've carried this film but unfortunately I think I know why she was hired."
Surprise,"I really like this movie , it continues the story of Wanda Maximoff and Doctor Stephen Strange. It also introduces the new character America Chavez. But this movie is a little bit scary, so you may have nightmares after it ."
The best Marvel movie since End Game!,It's the best Marvel movie since the infinity war end game! You must watch it in IMAX 3D! Definitely! The plot logic is much more better than all the other Marvel movie before! Finally! The fight is amazing in IMAX 3D! Can't wait to watch it again!
What a ride!,Wow. This one's amazing. Sam Raimi takes the helm as director with Danny Elman composing the music. The visual effects are stunning. Superb acting and great filmmaking!
So much hype for nothing...,"Honestly, the best part of the movie was Bruce Campbell.

It was just far too woke for me to give it a genuinely good rating. I just did not enjoy how consistently it was thrown in our faces."
Mediocre at best,"While nothing in the movie is bad - acting, VFX, etc. - it all feels like they tried to cramp as much as possible to satisfy as many types of fans as they could.

Too many characters with no background info (even post-credit scenes have new characters without introduction), unnecessary cameos, weak main villain motivation.

Also, remember when once Disney said we don't need to watch ALL of the Disney+ spin-off series in order to follow MCU films? Well, that was a big lie. I have friends who did not watch WandaVision, What If? And Loki, and were thoroughly confused throughout the film. I guess Disney+ is also suffering from stagnant subscriber growth, eh?

It is a shame as this was one of the most anticipated MCU movies since forever. Especially after the success of the first Doctor Strange movie, which was a genius. No wonder the original director - Scott Derrikson - left. ""Creative differences"" is just a term Disney likes to use when good Directors call out bad scripts.

And, oh, the horror aspect? Well, unless you are a die-hard horror fan and get off by jump-scares, this movie is nothing close to horror.

Probably one of the weakest MCU films, in my humble opinion. I don't know why fans were dissing on The Eternals, which had a much more interesting storyline. Would not watch it again, and probably should've waited for the Disney+ release."
Great movie!,"Trumpsters: Don't go see this. You won't understand it. You won't like it. Stay home and watch Roadhouse again.

Everyone else: Go see this soon and often! It's definitely a gem that does a lot of great things it really smooth and classic ways. Sam Raimi at his absolute best. One of the best superhero movies to date!"
A CINEMATIC MADNESS,"In a post no way home world where the multiverse is on the edge of breaking apart, a magical threat falls upon the MCU. Doctor Strange in the Multiverse of Madness is a film about trust, love, loss, and sacrifice. A heartbreaking story driven by strong motives, delivering an ultimate understanding of how the Multiverse works, while introducing new characters. From the very first second, this movie gives true to life VFX and a score you will not forget that easy. Sam Raimi and Danny Elfman reunite to create a thrilling ride across the Multiverse, full with easter eggs and many doors for countless other movies. Another example of a successful Marvel Formula, but this time with a lot of spice from the master of horror himself. Filmed from start to end in IMAX, this movie is meant to be seen on the biggest screen."
By far the worst Marvel movie.,"Using the word ""multiverse"" seems to have given the directors license to write a plot that made very little sense. Cameo's by more super heroes is not enough to save a terrible plot. Great acting can't save a terrible plot. Pretty sure they said ""multiverse"" more often than Smurf's do in a Smurf movie."
Sam Rami saved this film,There is just enough sam Rami to turn this into a fun earnest gore fest. But not enough to make the films much better than average. Has enough entertaining and surprising moments to make it worth seeing. But lots of clunky ones as well.
madness has begun in MCU,"This was a wild journey, and a epic entry in mcu from the goat sam raimi, i honestly had no complain with the run time of the movie was perfectly fine with me :) there were few things in movie when i was like: you know what? You could've done that but regardless i thoroughly enjoyed this film and i think most fans will too! The horror element is real not gonna lie."
"Perfect Story, Perfectly placed characters","Marvel Always finds a way to connect the Stories. Perfectly casted and great story. Really like the concept of the movie. Never heard of this comics superhero and have never even seen the trailer before I watched this film. But I came out of the cinema totally entertained (as expected of a Marvel movie) and, surprisingly, spiritually uplifted and inspired. You can strip back the mind blowing effects."
"Squandered Potential, Underwhelming","The movie started off well with amazing visuals, and really captivated and immersed me into the multiverse but the thrill decreases and decreases along with my immersion as the story progresses but still with momentary enjoyment here and there.

Wanda's power usage is very inconsistent with at times having way too much power and then dumbing her down soon after to create plot armor for important characters.

Wanda's actions in Wanda Vision considered to be Justified is absolutely ridiculous.(She literally went crazy evil in WandaVision. WOkE ig) .

How they dealt with the Illuminati was INSULTING to say the least. What a letdown for the audience and a disrespect to those characters.

Mordo was a downright terribly written character for the movie.

By the end of the movie I was completely out of the narrative.

Good acting for the most part, with excellent cgi but I did not feel the horror as much as I wanted to.

Script needed a significant revamp without a doubt. Many dialogues were very very out of place and cringy to say the least.

Overall I would say it's worth watching ONCE in the Theatre just for the visuals. Don't expect a good story, nor jump scares nor a fruitful use of cameos."
Absolutely Brilliant!!,"Loved every minute of this movie, it was exactly what it said on the tin...it was crazy, amazing action, great story, Wanda was probably the stand out for me.....oh and definitely wait until the end of the credits.."
Superhero or sorcery?,"I enjoyed most of this film. I was someone letdown that Wanda Vision was who she was in this show. Didn't really make for a good plot. The part that really got me is all the sorcery, I thought this was a super hero movie. The violence was also over the top and unnecessary. If this is the way Marvel is going with there movies, I'm out."
Too much is still good enough,"It was a good movie - worth watching. However, it suffered a little from being overstuffed with ideas. The cameos are worth watching it alone. Sam Rami's imprint is all over the movie - so if you like him, you'll love the movie."
What is this ?,"The plot is trash, the overall is trash, the cgi look like a video game, the acting was good. This movie is rush in the ending. MCU phase 4 is boring. Like No Way Home is too much fan service. People are just blind because of the nostalgia."
Dissappointment at so many levels,Felt like story/script was written by a kid. Very weak plot. Marvel movies in this phase are becoming more like kid's fairytale. Better title for this movie would have been 'Witch vs Wizard: Battle of magics'.
One of the best movies ever made.,One of the best movies ever made. Marvel is gifting us with best movies. I will suggest every movie lover to watch this movie. And it is also like a horror movie.
No I expect more,"Sam raimi, after hearing this I thought this will be the best marvel movie but it's the darkest MCU film ever made but don't expect too much than visual effects, music and acting. Disappointed."
Multiverse of Madness in the producer's heads.,
Its like.........,....all the characters seem to wander onto the screen and dithered about wondering what they should be doing....and then they sort of acted out some random stuff that then the movies 'about'....so basically non enlightening stuff with nowhere near enough madness or multiversing....just kinda definitely STRANGE and rather empty of story line or point......or plot.....but I still love Dr Strange! And will remain hopeful that the next one has some meat to it!
Simpsons did it better 30 years ago,"There is a 5 minute Treehouse of Horror episode that has more multiverses, more madness, and more creativity than this movie delivered. Would have loved to see commitment to the ""multiverse of madness"" portion of the title, but it seemed the writers and director thought the audience would be awed by 2 multiverses.

Aside from the failure to show multiverses or madness, this movie gives us an unfocused plot, fan service sloppily woven together, and inconsistencies both with itself and other MCU content.

There were some nice visual spectacles and a couple decent one-liners. That's about 0.05% of a 2 hour movie. The rest of it was pretty painful. Maybe if you're expectations are low enough you can get some enjoyment out of this one."
Stunning,"Visually stunning, loved it. About story I'm not sure but if you'll watch it you'll be satisfied great action film with a pinch of horror. I will recommend you to watch it in IMAX 3D for the best experience you're gonna love it."
Not Enough Wanda Vs illuminati Fight scenes,"Love the whole story but the movie happening so fast and the runtime didnt enough for me.

Especially the fight Scenes happened so fast and absolutely not enough! So Marvel please release the original cut."
Could've been a breakthrough for Marvel...,"Multiverse of Madness is an extremely mediocre movie. The movie is directed by the epic Sam Raimi, except it doesn't feel like he actually directed it. There's certainly numerous of Raimi-esk scenes with violence, physical comedy, and Bruce Campbell. The music fight with evil Strange is one of the funnest Marvel fight scenes ever. And the montage with different multiverses is a great sequence. And it's delightful to see Bruce Campbell. However, nothing else other than those small moments feel like the movie is directed by Raimi. In fact, the rest of the movie feels like just another PG-13 Marvel movie. Sam Raimi is the only reason this movie is decent.

Another main problem is the writing. Wanda and America Chavez are supposed to be essential characters. But yet, they don't feel like real characters. For instance, the only time you get a glimpse at America's feelings is during the flashback of her mothers. Other than that, America is a plot device, same applies for Wanda. Wanda is a being of pure evil in this movie. At the end of WandaVision, it seems like she accepted reality. But in this movie she's slaughtering everyone in order to spend time with her children. Unlike the desperate ""mother"" from WandaVision, she's now a shallow and poorly written plot device. The Darkhold just feels like an excuse for lack of proper character development. The Illuminati in the movie is just here for fan service. But the characters don't live long enough for the audience to actually like or know them.

This is not the best Marvel movie. But it does push forward the plot of MCU. It could've been a way better movie if it had more style and better writing."
"Good, but was overhyped by Marvel","Dr. Strange in the Multiverse of Madness is overall a good movie. It's especially the darkest and violent movie Marvel has made so far; the acting by Elizebeth Olsen was amazing who gave her best performance as the Scarlet Witch. However despite the risk taking and good performances, the movie suffered on its lack of delivering a big action packed adventure as promised. I was disappointed on the slow pace during spots, and felt the multiverse was next explored as it should have. Some the action was amazing, and needed to throw in some pore action packed scenes that would have made the movie a lot more fun, and helped the pacing."
Bruce Campbell Sucks,"I am so sick of all the cliche Raimi trademarks he has to hamfistedly shoehorn into every single thing he does. His directing style is so tired and should have been retired after evil dead 1. The one good thing he's ever done was an interview on the Plan 9 companion documentary.

And Bruce Campbell is not funny ever and is distracting.

The stellar cast really saved this movie though."
Quite agree this is a Wanda movie.,
"Great movie, but the middle/last credit scenes are AMAZING",
I exepcted more but its fine,"This film has sooo hype thats the reason of low ratings its not a huge film it just a part 2 for doctor strange so i love this film as a sequel for doctor strange this film has many pros and cons the story is good and better than Spider-Man no way home and wanda was amzing but if this film was 2h45m it was a perfection and the pacing of the film was too long

Overall i loved this film its not great but very good."
Go watch it for yourself,
Madness Journey!!!!,"Multiverse of Madness is thoroughly enjoyable, with sam raimi ramping up the horror elements with his trademark style (There is definitely one grossout scene you'll know it when you see it.) cumberbatch wong and McAdams are all very good but elizabeth olsen honestly carries the film tthe story has some very inventive plotting but leaden dialogue at times tends to let the side down visually impressive too (as per for recent marvel studios films) And yes there is very good reason why Marvel want to keep a tight lid on spoilers with a humorous PSA before the film proper seriously between the Illuminati and the post credits scene ""See it as soon as you can!"""
Headed Down The Wrong Path,This movie does all it can to entertain the viewer but falls short is sense and actually making the movie feel like it has any stakes. The multiverse concept in the MCU has been acted out correctly in Spider-Man and Loki but Dr. Strange can't seem to make it as good as the others. The movie also relies on the viewer having watched Wanda Vision and other sub par marvel TV shows. It can't work as a standalone film and even so it still isn't that great.
Generic Marvel,
I've seen 5 bad movies and this was 4 of them,
Illogical but Entertaining,"You're going to need to check your brain out more for this than the usual Marvel movie. There are many, many logical inconsistencies and nonsensical developments throughout the movie. It's obviously a Disney feature, where they care a lot more about how a scene or moment feels than they do about whether it makes any sense.

However, the fact that we're dealing with magic that follows an arbitrary set of rules unknow to the viewers helps lessen some of the frustration. This makes it easier to ignore some of the silliness and just enjoy the flow of the visuals and action. Which is good, because that stuff is quite entertaining.

Still, the feel-good moral ending is extremely weak. Even for a Disney feature centered around a young girl.

If you want to see some cool spells and fan service with lots of action scenes and beautiful art, go see it. If you want a logical treatment of alternate realities, magic, known characters, physics, rational motivations... or really anything, you might skip it."
Closest to a true comic book movie we've gotten,I tried really hard to avoid spoilers and didn't watch trailers and im glad that I did. I was very excited and genuinely surprised by everything that happened. This introduces soo many comic book concepts in 1 movie that this might be overwhelmed for the casual movie mcu fan but as a comic book reader I was very excited. There's soo many great things in this movie. Is it perfect? No but im glad that they took these risks.
A good film but Marvel made us expect more,
Almost perfect !,
long. too much talking and vanilla action.,"I prefer the more comedic and epic-scene-filled marvel movies. This movie felt way too long and the action and attempts at being funny were horrible. It wasn't for me, but that doesn't mean it was horrible."
Marvel let me down,"I would like to start off by saying that I'm not a marvel hater. It hurts me to give a movie I wanted to love a okay at best rating. My love of the first doctor strange left me really looking forward to the sequel and it fell short.

Let's start positive with the pros, because there needed to be something good for me to give it a six. The effects were well done from a technical standpoint and the music wasn't bad. As I expected from doctor strange, there are some ""trippy"" visuals that didn't disappoint.

Then too the cons. There are a lot of cons.

To start off with, the move tried to do too many things. Hazily waltzing from one scene to the next resulted in a loss for attachment to the characters, the villain or their motivations. The moments that were supposed to have me emotional for the character felt manufactured and glossed over as the only real reason to care for them, while the villains motivations had me let down."
Looked like Carrie,"I thought I was watching the horror flick Carrie from some of the scenes, not enough storyline and weak plot. Very Disappointed, since I love the first Doctor Strange. It was very convoluted and really never caught on before you went another way. Hopefully the next one will get better, but I think too much of Hollywood wants to put politics innuendos into the movies to appease everyone."
So silly and ridiculous....🤣🤣🤣,"With that plot they could have turn this into something epic, dark, mysterious, mad, wild , fun and beautiful instead it was incredibly silly and laughable.

There were moments that the movie could have gone a different route and really blew us away but the script was so poor and the constantly disssapointing ..

this said, Benedict Cumberbatch and the amazing cast did everything they could to save this movie from its own mad silliness. 5 beautiful stats for that amazing man who plays multiple Stranges with amazing dedication and passion. Cumberbatch and the amazing top cast is undeniably the only reason this movie is half watchable..."
X-men?,
The Multimess Of Messiness,"This was another MCU movie I was looking forward to seeing since Andrew and Toby's comeback in SNWH......

THE MULTIVERSE OF MADNESS turned into a dredge of disorder from cameo's for 5 minutes and then killed off to where is this actually going?.

I have a feeling Sam Raimi was severely limited here in the type of movie he wanted to do thanks to Disney and Kevin Feige to turn what should be a dark story and R-Rated into another cookie cutter PG fest but atleast Bruce Campbell had his 2 minutes and is still alive.

Reminded me of Spider-Man 3 2007, could have been great but hampered by BS cameo's to appease fans by the studio and running off the coat tails of the previous spider-man movie.....sounds familiar."
Ridiculous,"What a pile of rubbish. Not made for children who would find it difficult to understand. As an adult, it was a stupid plot for the sake of cameos. Or maybe they're a redefining ways of reviving other failing Marvel comic franchises."
This is the sequel to Doctor Strange,"Ultimately, people seem to hate this movie because it doesn't contain all the leaked cameos they were hoping for. They seem to want more multiverse than they want Doctor Strange himself. No matter what, this is his film. This is a sequel to Doctor Strange. This is not the ""what if...?"" Movie. This movie is spectacular in its own right. If they want to see the marvel multiverse, watch ""What if...?"" Or read the comics."
"Marvel has become obsessed with itself,","It cannot even write a proper story, it just references itself in an endless loop, trying to please fans, making bland jokes, sacrificing good dialogue, good actresses and actors, engaging stories, nice emotions, just for the sake of saying 'it's me'.

I've would've loved a more profound treatment of the madness and horror aspect of the movie, it would have made it truly stand out. DS1 is in every aspect better."
Plot is too contrived,"Doctor Strange 2 suffers from a convoluted and contrived plot. This makes it hard to care about what is happening. The only real element the viewer can latch on to emotionally is the relationship between Strange and Christine, but there is too little of that. Wanda's motivation to get to her kids is dumb because her kids already have a Wanda mother in another universe. To have any hope of following this movie, I recommend viewing the first Doctor Strange movie and the WandaVision TV series."
It's Wanda show not Doctor strange,
Worst Marvel film to date,"Other than a few surprise reveals, there is nothing good about this movie.

Terrible story, bad acting, and visuals that were laughably bad at times. The opening scene looks like CGI from the mid 2000's.

Surprised Marvel passed this movie through."
"I enjoyed it, I liked it, I didn't love it.",
An America Problem,
Tripppppppyyyyyy,"This is a stellar movie. Not sure why anyone would give it less than 10. Are you not entertained?

What is the point of a movie, if not to tell a story which spans multiple dimensions, pits sorcery against witchcraft, exposes the emptiness and incompleteness of our individual souls, and does so with over the top CGI?

Seriously, how could everybody not be entertained by this movie? Smoke some weed or something. You know I did."
"Too much CGI, too little interesting story, nothing retains","Much to artificial and much much much too much realy artificial looking childish colorful CGI (on loads of unicorn-sugar).


Too little story, lots of too long connecting-scenes with non relating content
Nothing, that will retain this thing in my mind as something good to remember.


No, thanks, but no thanks. It could have been so much more, but Dr. Strange - a promising figure with a superb actor - just got burried with a unmotivated realisation of a storyplot, unnecesary and boring scenes and truly bad CGI..."
Please don't take ur child to this movie,
"Decent, if predictable movie",
Without doubt it is the best one,The cgi was perfect actors were amazing and good story and it was scary enough ! There is noting to say about it. The multivers was not complicated and it was fine.
Unbelievably entertaining,"This movie just kept on giving, it really takes you on a fun bumpy and low key scary ride across the multiverse, the visuals are beautiful and I could still feel the adrenaline on my way home.

Beautifully done, different from all the others yes, but still very worthy."
"Too Much Madness, Less Multiverse, Promoting Illuminati and Third Eye",
Underwhelming,
A Mess Within a Mess,
Things Did Not Get Out of Hand,"A few surprises, a few laughs, some gasping moments. Overall the movie was just okay. I was intrigued the entire way through, however the movie had a very lackluster ending. Not much of a cliffhanger either. The movie had edge of your seat action, but it was missing that memorable moment that the best of their movies have. We've been very spoiled by the quality of Marvel content as of late, especially with No Way Home so they did set a very high bar for themselves on this one. It's still a very good movie for the die hard marvel fans out there, but don't expect that ""I gotta go back and watch it again"" feeling."
Not the greatest. But watch anyway.,"The movie was alright. I do like the visuals, but I felt that it lacks something special. I guess my expectation was quite high. I wish there's more in-depth story about America. At some point I was thinking that this is becoming a horror movie."
"Awesome, Adventure, CGI and VFX level is high.","Story is best, I never boarded while watching Madness really it is Multiverse Of Madness. I will give this movie for 10/10. Acting Best, Action Best, BGM Best."
Midtiverse of Misses,
Sucks for Wanda fans,
The premise doesn't work,"The premise that the film is based on as a starting point doesn't work. In my opinion, this ruins the entire film. The film itself is not that good. Hopelessly overloaded and too jumbled, illogical. The sidekick, who still played a good role in the first part, has been neutered. Not quite as bad as Hulk and Thor in infinity was and endgame, admittedly. But his part was drastically devalued. That's a shame, because he's a sympathetic character. Without the hopelessly ""unrealistic"" premise, the film would be a 6/10 for me. But as I like to say, a film must at least stay true to itself and follow its own rules within its unrealistic universe, and this film does not. Therefore, the thing is a 3/10 at most."
Wanda's madness,"Graphic , VFX undoubtedly at its best as u expect from Marvel.

Unexpected role and performance by Wanda.

Expected more of fight from illuminati. But was good to see some old folks back in MCU.

Two post credit scene so wait till last 😁😂"
"Now, This is what we came for!",
"Well, it's makes a great Halloween Movie","I did not expect the movie to be as spooky as it was, nor did I expect it to be as violent as it was. The cast and crew did a phenomenal job illustrating intense action sequences. I would enjoy watching this movie during the Halloween season. Other than that, my praise for the movie subsides.

I cannot imagine going into this movie as a newcomer to the MCU. It is filled to the brim with Marvel Easter eggs, character drops, and references. I got a thrill from all of these things because I understood and appreciated them. However, if you are new to the MCU, you are at a disadvantage; that includes understanding the backstories leading up to this movie's plot.

As I mentioned earlier that it is more violent than I expected, it pushes the limit of its PG-13 rating. Compared to all of Marvels previous films, this one obviously stands out for its gore. I highly recommend parental guidance or viewer discretion. It is action-packed with every fight scene becoming a spectacle, but this movie only survived because of these (along with all the character introductions and references). To be honest, the plot is weak and predictable with cheesy lines recurring every few minutes. Not to mention, the gay parents that served no purpose to the plot. There was real opportunity here that was left out. Speaking as of right now, they were merely added to be inclusive to a certain population of viewers. Perhaps in another stand alone film the parents will actual effect the plot. If they advanced this plot in any way, then I would not be bagging on them.

I did not have high or low expectations and I am usually a generous reviewer but this movie simply does not excite me enough to rewatch it anytime soon. In fact, this movie seems familiar as if I already saw it. If you want to know what I mean, I suggest watching What If...? Season 1, Episode 4 ""What if... Doctor Strange Lost His Heart Instead if His Hands?"" for a similar but much better version of this movie's plot."
I don't know why ppl are complaining here,"It's a very good movie that is full of surprises. The director did a good job integrating the zombie horror and superpower together. It's a good piece of art work. There are many forms of film art out there. It does not always have to be deep or soul touching. This is a movie that brings you happiness and relax, A movie that you can walk into the theater on a Friday's evening and enjoy a fun time with your friends."
BEST MARVEL MOVIE IMO,Simply fantastic for so many reasons! The horror. The BRUTAL fight scenes. WANDA! Spectacular movie! Elizabeth Olsen is perfect in her portrayal of The Scarlet Witch!
Best movie in the mcu,"Dumb mcu kids hating on this film, rami has showed you how to make an actual movie and not a low effort soulless superhero film with the exact same plot as the last."
I don't understand how many fall for this crap,"There were many moments in the film where i felt it was made to entertain kids who are still in their very novice stages of building maturity. Probably many ratings here are from those kids. Adults might have considered it a waste of time to even rate this movie. The graphics & visuals are good though, but the crew should think at what cost!!"
Don't let Sam Raimi direct any more superhero movies!,"This was a boring parade of clichés. I've watched almost all MCU movies, so I was expecting something monumental, mind-blowing. Instead they presented a predictable, boring, unimaginative story and some poor acting, but even more the embarrassing directing from Sam Raimi. And of course an unnecessary Bruce Campbell."
"Spectacular Production, but a generally Dark Depressing Story","The special effects and production values are excellent. The story falls short of the first Dr Strange which really pulled me into the excitement of the story. The new movie seems to just pile on misery and destruction. I know many will disagree, but I do not like the increasingly dark and dismal atmosphere of the Marvel movies. What happened to the wonder and hope? I was looking forward to this film, but was disappointed."
"Good, but could've been better",
